Timestamp,NodeId,Latitude,Longitude,Tech,ARFCN,Code,PLMNId,LAC,CellId,Sig Tech,Sig Pow,Sig Qual,Color Value,Color Name
2022-05-27 19:07:08,2386,35.21926,51.10587,4G,1423,383,43211,42221,23450884,4G,-107.7,-9.7,1423,1423
2022-05-27 19:07:11,2386,35.21943,51.1069,4G,1423,383,43211,42221,23450884,4G,-102,-12.3,1423,1423
2022-05-27 19:07:14,2386,35.21963,51.10791,4G,1423,383,43211,42221,23450884,4G,-97.3,-10.8,1423,1423
2022-05-27 19:07:17,2386,35.21986,51.10891,4G,1423,383,43211,42221,23450884,4G,-89.5,-9.8,1423,1423
2022-05-27 19:07:20,2386,35.2201,51.10994,4G,1423,383,43211,42221,23450884,4G,-93.2,-10.4,1423,1423
2022-05-27 19:07:23,2386,35.22035,51.11097,4G,1423,383,43211,42221,23450884,4G,-99.7,-7.7,1423,1423
2022-05-27 19:07:26,2386,35.22062,51.11199,4G,1423,383,43211,42221,23450884,4G,-104,-9,1423,1423
2022-05-27 19:07:29,2386,35.22091,51.11301,4G,1423,383,43211,42221,23450884,4G,-102.7,-9,1423,1423
2022-05-27 19:07:32,2386,35.22122,51.114,4G,1423,383,43211,42221,23450884,4G,-100,-8.3,1423,1423
2022-05-27 19:07:35,2386,35.22152,51.11495,4G,1423,383,43211,42221,23450884,4G,-97.5,-7.8,1423,1423
2022-05-27 19:07:38,2386,35.22183,51.11588,4G,1423,383,43211,42221,23450884,4G,-96.3,-7.7,1423,1423
2022-05-27 19:07:41,2386,35.22214,51.11677,4G,1423,383,43211,42221,23450884,4G,-93.3,-9.8,1423,1423
2022-05-27 19:07:44,2386,35.22247,51.11767,4G,1423,383,43211,42221,23450884,4G,-90.7,-9.5,1423,1423
2022-05-27 19:07:47,2386,35.22283,51.11857,4G,1423,383,43211,42221,23450884,4G,-94,-9.7,1423,1423
2022-05-27 19:07:50,2386,35.2232,51.11949,4G,1423,383,43211,42221,23450884,4G,-90.2,-8,1423,1423
2022-05-27 19:07:53,2386,35.22358,51.12041,4G,1423,383,43211,42221,23450884,4G,-89,-7.5,1423,1423
2022-05-27 19:07:56,2386,35.22398,51.12132,4G,1423,383,43211,42221,23450884,4G,-92.8,-10.8,1423,1423
2022-05-27 19:07:59,2386,35.22439,51.1222,4G,1423,383,43211,42221,23450884,4G,-87,-9,1423,1423
2022-05-27 19:08:02,2386,35.2248,51.12303,4G,1423,383,43211,42221,23450884,4G,-91,-10.2,1423,1423
2022-05-27 19:08:05,2386,35.22523,51.12383,4G,1423,383,43211,42221,23450884,4G,-93,-12,1423,1423
2022-05-27 19:08:08,2386,35.22565,51.12461,4G,1423,383,43211,42221,23450884,4G,-94.5,-12,1423,1423
2022-05-27 19:08:11,2386,35.22606,51.12536,4G,1423,250,43211,42221,23388166,4G,-94.8,-13,1423,1423
2022-05-27 19:08:14,2386,35.22646,51.12609,4G,1423,250,43211,42221,23388166,4G,-91.7,-7.5,1423,1423
2022-05-27 19:08:17,2386,35.22688,51.12682,4G,1423,250,43211,42221,23388166,4G,-90.5,-8,1423,1423
2022-05-27 19:08:20,2386,35.22733,51.12754,4G,1423,250,43211,42221,23388166,4G,-89.2,-8.5,1423,1423
2022-05-27 19:08:23,2386,35.22778,51.12825,4G,1423,250,43211,42221,23388166,4G,-93,-7.5,1423,1423
2022-05-27 19:08:26,2386,35.22824,51.12901,4G,1423,250,43211,42221,23388166,4G,-88.3,-6.7,1423,1423
2022-05-27 19:08:29,2386,35.22876,51.12978,4G,1423,250,43211,42221,23388166,4G,-86,-8,1423,1423
2022-05-27 19:08:32,2386,35.2293,51.13056,4G,1423,250,43211,42221,23388166,4G,-85.2,-8.2,1423,1423
2022-05-27 19:08:35,2386,35.22987,51.13133,4G,1423,250,43211,42221,23388166,4G,-81.5,-8.8,1423,1423
2022-05-27 19:08:38,2386,35.23044,51.13208,4G,1423,250,43211,42221,23388166,4G,-80.5,-7,1423,1423
2022-05-27 19:08:41,2386,35.23101,51.13282,4G,1423,250,43211,42221,23388166,4G,-81,-6.3,1423,1423
2022-05-27 19:08:44,2386,35.23161,51.13355,4G,1423,250,43211,42221,23388166,4G,-86.5,-6.7,1423,1423
2022-05-27 19:08:47,2386,35.23221,51.13429,4G,1423,250,43211,42221,23388166,4G,-79,-6,1423,1423
2022-05-27 19:08:50,2386,35.23284,51.135,4G,1423,250,43211,42221,23388166,4G,-74,-7.5,1423,1423
2022-05-27 19:08:53,2386,35.23348,51.1357,4G,1423,250,43211,42221,23388166,4G,-73,-7,1423,1423
2022-05-27 19:08:56,2386,35.23411,51.13637,4G,1423,250,43211,42221,23388166,4G,-78.7,-7.7,1423,1423
2022-05-27 19:08:59,2386,35.23475,51.13703,4G,1423,250,43211,42221,23388166,4G,-73.3,-8.7,1423,1423
2022-05-27 19:09:02,2386,35.23542,51.13766,4G,1423,249,43211,42221,23388165,4G,-73.3,-9.3,1423,1423
2022-05-27 19:09:05,2386,35.2361,51.13825,4G,1423,249,43211,42221,23388165,4G,-72.8,-7.5,1423,1423
